2.317119e-03, 3.270309e+01, 1.742302e-01
7.034538e+00, 3.250100e+01, 1.808114e-01
6.098340e+00, 3.231012e+01, 1.762903e-01
5.810651e+00, 3.225092e+01, 1.812904e-01
8.138900e+00, 3.240230e+01, 1.748913e-01
8.603009e+00, 3.210604e+01, 1.778241e-01
1.133956e+01, 3.216218e+01, 1.764130e-01
1.478805e+01, 3.221508e+01, 1.816790e-01
3.280048e-01, 3.143707e+01, 1.723840e-01
1.370523e+00, 3.128987e+01, 1.838842e-01
1.941244e+00, 3.128522e+01, 1.761525e-01
1.445403e+00, 3.164615e+01, 1.816446e-01
2.022451e+00, 3.112709e+01, 1.827955e-01
5.187357e+00, 3.122552e+01, 1.773023e-01
4.918105e+00, 3.160862e+01, 1.782177e-01
5.141123e+00, 3.196917e+01, 1.794327e-01
4.352449e+00, 3.161975e+01, 1.822153e-01
4.303714e+00, 3.187935e+01, 1.844527e-01
3.584731e+00, 3.107887e+01, 1.813058e-01
6.382943e+00, 3.121337e+01, 1.775688e-01
6.953006e+00, 3.125970e+01, 1.831899e-01
7.483182e+00, 3.163636e+01, 1.767909e-01
7.637951e+00, 3.172829e+01, 1.736584e-01
5.969233e+00, 3.157343e+01, 1.740085e-01
6.827892e+00, 3.158426e+01, 1.781571e-01
7.356841e+00, 3.154188e+01, 1.840476e-01
8.256103e+00, 3.154832e+01, 1.826887e-01
7.198894e+00, 3.204592e+01, 1.788677e-01
8.280328e+00, 3.187842e+01, 1.826771e-01
8.236107e+00, 3.116642e+01, 1.821607e-01
8.464755e+00, 3.136186e+01, 1.732675e-01
9.059740e+00, 3.130195e+01, 1.849051e-01
9.829240e+00, 3.128465e+01, 1.749803e-01
9.915787e+00, 3.123139e+01, 1.755196e-01
1.011351e+01, 3.132945e+01, 1.818300e-01
9.975521e+00, 3.166220e+01, 1.803647e-01
1.112218e+01, 3.203614e+01, 1.828018e-01
8.902555e+00, 3.153204e+01, 1.844866e-01
9.907757e+00, 3.136729e+01, 1.770517e-01
1.020486e+01, 3.178315e+01, 1.789158e-01
1.095680e+01, 3.193640e+01, 1.824385e-01
1.298541e+01, 3.117244e+01, 1.853048e-01
1.384890e+01, 3.104219e+01, 1.778069e-01
1.158787e+01, 3.142903e+01, 1.850735e-01
1.152548e+01, 3.105616e+01, 1.787692e-01
1.620263e+01, 3.159010e+01, 1.860356e-01
1.636882e+01, 3.113053e+01, 1.821145e-01
1.506986e+01, 3.124290e+01, 1.837877e-01
1.508718e+01, 3.107214e+01, 1.841526e-01
1.524441e+01, 3.105919e+01, 1.787008e-01
1.518858e+01, 3.147417e+01, 1.776502e-01
1.764337e+01, 3.149669e+01, 1.865217e-01
1.752267e+01, 3.172643e+01, 1.839092e-01
2.065338e+01, 3.126672e+01, 1.836263e-01
2.067646e+01, 3.143006e+01, 1.851749e-01
2.518685e-01, 3.015358e+01, 1.901504e-01
1.700351e-01, 3.003971e+01, 1.816140e-01
3.460914e-01, 3.007055e+01, 1.940792e-01
1.193264e+00, 3.057678e+01, 1.809524e-01
4.732434e-01, 3.006651e+01, 1.883555e-01
4.856763e-01, 3.004460e+01, 1.863358e-01
7.330558e-01, 3.097405e+01, 1.794527e-01
2.426412e+00, 3.090790e+01, 1.774285e-01
2.227342e+00, 3.067950e+01, 1.749184e-01
5.571920e+00, 3.033270e+01, 1.896989e-01
4.461322e+00, 3.098610e+01, 1.750125e-01
4.482577e+00, 3.098384e+01, 1.800930e-01
4.474055e+00, 3.099626e+01, 1.811614e-01
3.507816e+00, 3.014755e+01, 1.714571e-01
3.035983e+00, 3.060834e+01, 1.844493e-01
3.386072e+00, 3.041688e+01, 1.800661e-01
3.493794e+00, 3.045980e+01, 1.907979e-01
3.869875e+00, 3.049717e+01, 1.786091e-01
4.289745e+00, 3.049042e+01, 1.812190e-01
5.204348e+00, 3.044550e+01, 1.707681e-01
5.380388e+00, 3.047270e+01, 1.824159e-01
4.683208e+00, 3.093436e+01, 1.884611e-01
3.789183e+00, 3.020730e+01, 1.750487e-01
4.094169e+00, 3.026216e+01, 1.694470e-01
5.525765e+00, 3.035688e+01, 1.877735e-01
5.536093e+00, 3.024427e+01, 1.939350e-01
3.625909e+00, 3.078719e+01, 1.791235e-01
4.031208e+00, 3.081028e+01, 1.857329e-01
6.132676e+00, 3.071620e+01, 1.710487e-01
5.779430e+00, 3.017783e+01, 1.942077e-01
8.023911e+00, 3.007970e+01, 1.890284e-01
6.586167e+00, 3.045638e+01, 1.920713e-01
6.658965e+00, 3.051553e+01, 1.885497e-01
7.682543e+00, 3.044464e+01, 1.826960e-01
6.069006e+00, 3.090225e+01, 1.834295e-01
6.147510e+00, 3.100075e+01, 1.832205e-01
8.207985e+00, 3.084769e+01, 1.832271e-01
6.169035e+00, 3.026472e+01, 1.891795e-01
8.326523e+00, 3.035740e+01, 1.804751e-01
1.018102e+01, 3.025841e+01, 1.919734e-01
1.061554e+01, 3.023689e+01, 1.857561e-01
1.121505e+01, 3.024629e+01, 1.835498e-01
8.601901e+00, 3.003861e+01, 1.726476e-01
9.618774e+00, 3.006868e+01, 1.791540e-01
9.926495e+00, 3.049299e+01, 1.816435e-01
1.023087e+01, 3.044464e+01, 1.919457e-01
1.023423e+01, 3.032925e+01, 1.900933e-01
1.114684e+01, 3.031941e+01, 1.859686e-01
8.880886e+00, 3.096325e+01, 1.877351e-01
8.577386e+00, 3.027144e+01, 1.863837e-01
8.734869e+00, 3.025873e+01, 1.795679e-01
8.738284e+00, 3.069561e+01, 1.912185e-01
8.793599e+00, 3.065361e+01, 1.846761e-01
9.368822e+00, 3.073343e+01, 1.885396e-01
1.034112e+01, 3.097651e+01, 1.812152e-01
1.037743e+01, 3.100847e+01, 1.787681e-01
1.077839e+01, 3.096766e+01, 1.876557e-01
1.083507e+01, 3.097429e+01, 1.741150e-01
1.328494e+01, 3.013809e+01, 1.745391e-01
1.208944e+01, 3.064778e+01, 1.839606e-01
1.280663e+01, 3.046121e+01, 1.746876e-01
1.364966e+01, 3.050213e+01, 1.756292e-01
1.155433e+01, 3.043850e+01, 1.800720e-01
1.408622e+01, 3.052346e+01, 1.855798e-01
1.537178e+01, 3.022979e+01, 1.793438e-01
1.533350e+01, 3.023265e+01, 1.844358e-01
1.612356e+01, 3.034732e+01, 1.920087e-01
1.652730e+01, 3.032295e+01, 1.905700e-01
1.661565e+01, 3.022153e+01, 1.898924e-01
1.533360e+01, 3.072506e+01, 1.819837e-01
1.535869e+01, 3.097623e+01, 1.846909e-01
1.558218e+01, 3.008666e+01, 1.830698e-01
1.643370e+01, 3.008228e+01, 1.834816e-01
1.614521e+01, 3.039274e+01, 1.842991e-01
1.543107e+01, 3.103419e+01, 1.771589e-01
1.872057e+01, 3.009145e+01, 1.792686e-01
1.934043e+01, 3.000132e+01, 1.843196e-01
1.727026e+01, 3.073106e+01, 1.892154e-01
1.788523e+01, 3.069264e+01, 1.827535e-01
1.788668e+01, 3.060437e+01, 1.871669e-01
1.841069e+01, 3.057414e+01, 1.841715e-01
1.900986e+01, 3.013615e+01, 1.893032e-01
2.111820e+01, 3.017157e+01, 1.904113e-01
2.018894e+01, 3.009803e+01, 1.841826e-01
2.007573e+01, 3.029240e+01, 1.854187e-01
2.017619e+01, 3.054276e+01, 1.822666e-01
2.049249e+01, 3.090723e+01, 1.862742e-01
2.172357e+01, 3.039264e+01, 1.906961e-01
2.030716e+01, 3.008657e+01, 1.906676e-01
2.272610e+01, 3.094468e+01, 1.890829e-01
2.402277e+01, 3.011300e+01, 1.910810e-01
3.357243e-01, 2.993545e+01, 1.952182e-01
1.252164e+00, 2.992949e+01, 1.681345e-01
2.471398e-01, 2.934458e+01, 1.803642e-01
1.691812e-01, 2.906170e+01, 1.769221e-01
1.858209e-01, 2.904808e+01, 1.910236e-01
1.596337e-01, 2.903780e+01, 1.873147e-01
1.826407e-01, 2.903143e+01, 2.015030e-01
1.196994e+00, 2.901819e+01, 1.921598e-01
2.017589e-01, 2.922257e+01, 1.729492e-01
1.744361e+00, 2.931436e+01, 1.985019e-01
2.416906e+00, 2.931372e+01, 1.790068e-01
6.751241e-01, 2.961734e+01, 1.945709e-01
3.025190e+00, 2.976887e+01, 1.796957e-01
4.515850e+00, 2.977797e+01, 1.783960e-01
5.065997e+00, 2.904753e+01, 2.006444e-01
3.621024e+00, 2.954210e+01, 1.865503e-01
4.739913e+00, 2.999867e+01, 1.828914e-01
8.376781e+00, 2.919571e+01, 1.721711e-01
7.289707e+00, 2.961742e+01, 1.895374e-01
8.139962e+00, 2.954871e+01, 1.779679e-01
8.097731e+00, 2.955337e+01, 1.961285e-01
8.322090e+00, 2.970381e+01, 1.777491e-01
8.278616e+00, 2.909231e+01, 1.906327e-01
8.260617e+00, 2.901631e+01, 1.721073e-01
5.845911e+00, 2.948850e+01, 1.875675e-01
6.171070e+00, 2.937113e+01, 1.728162e-01
5.651445e+00, 2.981715e+01, 1.816833e-01
6.059338e+00, 2.986231e+01, 1.773928e-01
1.041136e+01, 2.935518e+01, 1.871514e-01
1.066424e+01, 2.942240e+01, 1.970353e-01
1.066889e+01, 2.940949e+01, 1.824504e-01
1.086506e+01, 2.924243e+01, 1.912688e-01
1.005869e+01, 2.974737e+01, 1.912832e-01
1.058535e+01, 2.985886e+01, 1.908117e-01
9.431426e+00, 2.918913e+01, 1.758692e-01
1.021546e+01, 2.923427e+01, 1.844023e-01
1.123122e+01, 2.909109e+01, 1.841837e-01
8.533973e+00, 2.956318e+01, 1.713069e-01
8.554233e+00, 2.953693e+01, 1.750351e-01
8.695959e+00, 2.973272e+01, 1.752637e-01
8.945241e+00, 2.954657e+01, 1.807138e-01
8.869534e+00, 2.959457e+01, 1.744777e-01
9.085714e+00, 2.970686e+01, 1.908037e-01
9.874431e+00, 2.954670e+01, 1.951844e-01
1.021177e+01, 2.967383e+01, 1.851065e-01
9.066905e+00, 2.898061e+01, 1.828795e-01
8.574438e+00, 2.992712e+01, 1.756855e-01
1.130946e+01, 2.926453e+01, 1.945492e-01
1.202674e+01, 2.937911e+01, 1.914028e-01
1.240352e+01, 2.920545e+01, 1.777978e-01
1.245216e+01, 2.922022e+01, 1.871603e-01
1.260126e+01, 2.922178e+01, 1.965752e-01
1.326231e+01, 2.916543e+01, 1.872756e-01
1.324112e+01, 2.959852e+01, 1.930691e-01
1.333495e+01, 2.996854e+01, 1.882998e-01
1.152445e+01, 2.913831e+01, 1.816362e-01
1.153523e+01, 2.912925e+01, 1.827594e-01
1.183843e+01, 2.912945e+01, 1.840043e-01
1.169887e+01, 2.948027e+01, 1.857026e-01
1.230389e+01, 2.950476e+01, 1.963816e-01
1.258103e+01, 2.937636e+01, 1.770042e-01
1.269309e+01, 2.939077e+01, 1.931564e-01
1.295163e+01, 2.940012e+01, 1.861493e-01
1.330817e+01, 2.947739e+01, 1.825520e-01
1.352148e+01, 2.942054e+01, 1.979520e-01
1.364294e+01, 2.942515e+01, 1.833454e-01
1.316261e+01, 2.992327e+01, 1.909939e-01
1.314758e+01, 2.991501e+01, 1.915732e-01
1.444013e+01, 2.907639e+01, 1.742974e-01
1.682548e+01, 2.900857e+01, 1.942011e-01
1.673804e+01, 2.899985e+01, 1.978774e-01
1.542446e+01, 2.947134e+01, 1.840483e-01
1.575475e+01, 2.946311e+01, 1.911667e-01
1.608570e+01, 2.953110e+01, 1.768008e-01
1.619509e+01, 2.940083e+01, 1.810930e-01
1.556477e+01, 2.986947e+01, 1.781458e-01
1.594010e+01, 2.981550e+01, 1.937441e-01
1.635935e+01, 2.974295e+01, 1.772250e-01
1.500897e+01, 2.898026e+01, 1.822731e-01
1.421024e+01, 2.927675e+01, 1.802070e-01
1.654084e+01, 2.910144e+01, 1.877403e-01
1.572546e+01, 2.961322e+01, 1.755864e-01
1.915221e+01, 2.898956e+01, 1.903721e-01
1.827232e+01, 2.933252e+01, 1.839729e-01
1.957030e+01, 2.920886e+01, 1.802473e-01
1.903735e+01, 2.972750e+01, 1.786918e-01
1.857079e+01, 2.917547e+01, 1.981322e-01
1.705003e+01, 2.925243e+01, 1.947753e-01
1.721163e+01, 2.932466e+01, 1.794907e-01
1.738826e+01, 2.978815e+01, 1.826853e-01
1.800539e+01, 2.968241e+01, 1.779246e-01
1.756782e+01, 2.948436e+01, 1.833472e-01
1.766654e+01, 2.944852e+01, 1.874779e-01
1.745671e+01, 2.985616e+01, 1.919666e-01
1.820405e+01, 2.988623e+01, 1.860647e-01
1.990578e+01, 2.931515e+01, 1.869393e-01
2.007873e+01, 2.993934e+01, 1.932346e-01
2.074729e+01, 2.948209e+01, 1.917254e-01
2.161918e+01, 2.921264e+01, 2.003419e-01
2.071467e+01, 2.912633e+01, 1.818659e-01
2.226552e+01, 2.901368e+01, 1.832642e-01
2.243022e+01, 2.980950e+01, 1.901222e-01
2.261807e+01, 2.922899e+01, 1.971543e-01
2.357109e+01, 2.903504e+01, 1.872932e-01
2.516230e+01, 2.912219e+01, 1.939423e-01
2.498971e+01, 2.938491e+01, 1.928560e-01
2.522673e+01, 2.945132e+01, 1.973452e-01
2.795804e+01, 2.955873e+01, 1.979838e-01
2.795265e+01, 2.901926e+01, 2.015412e-01
2.697467e+01, 2.928022e+01, 1.979049e-01
2.785147e+01, 2.918337e+01, 1.969566e-01
